subject,topic,subtopic,skill_tags,difficulty,cognitive_level,answer_type,question_text,option_a,option_b,option_c,option_d,correct_answer,numerical_tolerance,solution,explanation,reference
Feedback and Control Systems,Steady-State Error,Design for Steady-State Error Specifications,gain-selection;ramp;steady-state-error-design,2,application,numerical_tolerance,A unity-feedback system has $G(s)=K/[s(s+8)]$. Find the value of $K$ that gives a unit-ramp steady-state error of exactly $0.02$.,,,,,400,0.001,"$K_v=K/8$ and $e_{ss}=1/K_v=0.02$ requires $K_v=50$, so $K=400$.","For a Type 1 system the ramp specification fixes $K_v$, which then fixes $K$ through the finite pole.",
Feedback and Control Systems,Steady-State Error,Design for Steady-State Error Specifications,integral-action;steady-state-error-design;system-type,3,comprehension,text_short,Which controller action raises the system type by one and thereby removes constant steady-state error?,,,,,integral|integral action|integrator|integral control|adding an integrator|I action,,"An integral term contributes a pole at $s=0$, increasing the type by one and driving the corresponding error constant to infinity.",Derivative action changes the transient but leaves the system type unchanged.,
Feedback and Control Systems,Steady-State Error,Design for Steady-State Error Specifications,gain-selection;ramp;steady-state-error-design,4,application,numerical_tolerance,A Type 1 unity-feedback system has $G(s)=K/[s(s+5)]$. Find $K$ required for unit-ramp steady-state error of 0.05.,,,,,100,0.5,,,
Feedback and Control Systems,Steady-State Error,Design for Steady-State Error Specifications,gain;scaled-ramp;steady-state-error-design,4,analysis,numerical_tolerance,A unity-feedback system has $G(s)=K/[s(s+10)]$. Find the minimum $K$ so that the steady-state error to $r(t)=5t$ is at most $0.25$.,,,,,200,0.001,$K_v=K/10$ and $e_{ss}=5/K_v=50/K\le0.25$ requires $K\ge200$.,"The ramp slope 5 multiplies the error, so the required gain is five times the unit-ramp value.",
Feedback and Control Systems,Steady-State Error,Design for Steady-State Error Specifications,compensator-zero;steady-state-error-design;velocity-constant,5,analysis,numerical_tolerance,A unity-feedback system has $G(s)=K(s+3)/[s(s+2)(s+6)]$. Find the value of $K$ that gives a unit-ramp steady-state error of $0.1$.,,,,,40,0.001,$K_v=\lim_{s\to0}sG(s)=3K/(2\times6)=K/4$. Requiring $1/K_v=0.1$ gives $K_v=10$ and $K=40$.,"The finite zero contributes a factor 3 to $K_v$, which reduces the gain needed by a factor of 3.",
Feedback and Control Systems,Steady-State Error,Design for Steady-State Error Specifications,integral-action;steady-state-error-design;system-type,6,comprehension,multiple_choice_single,Which controller action is most directly used to increase system type and eliminate constant steady-state error?,Integral action,Derivative action,Pure phase lead only,A static sensor attenuation only,A,,,,
Feedback and Control Systems,Steady-State Error,Design for Steady-State Error Specifications,gain;scaled-ramp;steady-state-error-design,8,analysis,numerical_tolerance,A unity-feedback system has $G(s)=K/[s(s+4)]$. Determine $K$ so that the steady-state error to $r(t)=2t$ is at most 0.1.,,,,,80,0.4,,,
Feedback and Control Systems,Steady-State Error,Design for Steady-State Error Specifications,steady-state-error-design;tradeoffs;verification,10,evaluation,multiple_choice_single,"After increasing controller gain to meet a steady-state-error requirement, what should be checked next?",Only the numerical value of the reference input,Whether the system type has decreased automatically,"Closed-loop stability, transient response, noise sensitivity, and actuator limits",Whether all plant poles have become zeros,C,,,,
Feedback and Control Systems,Root Locus,Concept of the Root Locus,closed-loop-poles;definition;root-locus,1,recall,text_short,The root locus traces the movement of which set of system quantities as a gain parameter is varied?,,,,,closed loop poles|closed-loop poles|poles of the closed loop system|closed loop pole locations|closed-loop pole locations,,"Each point of the locus is a root of $1+KG(s)H(s)=0$, i.e. a closed-loop pole for that value of $K$.",The open-loop poles and zeros are fixed; they merely define where the locus begins and ends.,
Feedback and Control Systems,Root Locus,Concept of the Root Locus,closed-loop-poles;definition;root-locus,2,recall,multiple_choice_single,What does a root locus show?,The locations of open-loop zeros as frequency varies,The locations of closed-loop poles as a gain parameter varies,The time response for one fixed gain only,The Fourier series of the input,B,,"The root locus is a graphical technique used in control system analysis. It plots the paths that the **closed-loop poles** of a system follow as a specific parameter (typically the gain $K$) is varied from zero to infinity.

By examining the root locus, an engineer can see how changing the gain affects system stability and transient response, because the closed-loop poles determine these behaviors.

Thus, the correct choice is:

**B. The locations of closed-loop poles as a gain parameter varies**",,
Feedback and Control Systems,Root Locus,Concept of the Root Locus,branches;pole-count;root-locus,2,comprehension,numerical_tolerance,"For $G(s)H(s)=K(s+1)/[s(s+2)(s+5)(s+8)]$, find the number of root-locus branches.",,,,,4,0,"The number of branches equals the number of open-loop poles, which is 4.",The single finite zero terminates one branch; the other three run off to infinity.,
Feedback and Control Systems,Root Locus,Concept of the Root Locus,open-loop-poles;root-locus;starting-points,3,application,text_short,"As $K$ increases from zero, at which points do the root-locus branches begin?",,,,,open loop poles|open-loop poles|poles of GH|the open-loop poles|at the poles|poles,,"At $K=0$ the equation $1+KGH=0$ reduces to the open-loop denominator being zero, so the branches start at the open-loop poles.","As $K\to\infty$ they terminate on the open-loop zeros, including those at infinity.",
Feedback and Control Systems,Root Locus,Concept of the Root Locus,branches;open-loop-poles;root-locus,4,comprehension,multiple_choice_single,How many root-locus branches are there for an open-loop transfer function with four poles?,Three,Equal to the number of zeros only,Eight,Four,D,,"The number of root-locus branches is equal to the number of poles of the open-loop transfer function.

Given that there are **four** open-loop poles, the characteristic equation will have four roots as the gain varies from zero to infinity.

Each pole gives rise to one continuous path (branch) of the root locus.

Thus, there are **four** branches.

The correct answer is **D. Four**.",,
Feedback and Control Systems,Root Locus,Concept of the Root Locus,breakaway;critical-damping;gain;root-locus,4,analysis,numerical_tolerance,"For $G(s)H(s)=K/[s(s+4)]$ with unity feedback, find the value of $K$ at which the two closed-loop poles become equal.",,,,,4,0.001,"The characteristic equation is $s^2+4s+K=0$; equal roots require $16-4K=0$, so $K=4$ (both poles at $-2$).","This is the breakaway point, where the locus leaves the real axis and becomes complex.",
Feedback and Control Systems,Root Locus,Concept of the Root Locus,damping-ratio;design;gain-selection;root-locus,5,analysis,numerical_tolerance,"For $G(s)H(s)=K/[s(s+4)]$ with unity feedback, find the value of $K$ that gives a closed-loop damping ratio of $0.5$.",,,,,16,0.001,"Comparing $s^2+4s+K$ with $s^2+2\zeta\omega_n s+\omega_n^2$: $2\zeta\omega_n=4$ with $\zeta=0.5$ gives $\omega_n=4$, so $K=\omega_n^2=16$.","The sum of the closed-loop poles is fixed at $-4$, so raising $K$ moves them up the vertical line $\operatorname{Re}(s)=-2$.",
Feedback and Control Systems,Root Locus,Concept of the Root Locus,ending-points;root-locus;starting-points,6,application,multiple_choice_single,"As $K$ increases from zero to infinity, where do root-locus branches start and end?","They start at open-loop poles and end at open-loop zeros, including zeros at infinity",They start at closed-loop zeros and end at the origin,They start at open-loop zeros and end at open-loop poles,They start and end only on the imaginary axis,A,,"The root locus plots the paths of the closed-loop poles as the gain $K$ varies from $0$ to $\infty$.  

The characteristic equation is $1 + K G(s) H(s) = 0$, where $G(s)H(s)$ is the open-loop transfer function.  

- When $K = 0$, the characteristic equation reduces to $1 = 0$ only if the poles of $G(s)H(s)$ satisfy it; equivalently, the closed-loop poles coincide with the **open-loop poles**.  
- When $K \to \infty$, the closed-loop poles approach the **open-loop zeros**. If the number of poles exceeds the number of finite zeros, the remaining branches go to infinity, which are considered zeros at infinity.  

Thus, the root-locus branches start at open-loop poles and end at open-loop zeros, including zeros at infinity.  

**Answer:** A",,
Feedback and Control Systems,Root Locus,Concept of the Root Locus,gain;root-locus;stability,8,analysis,multiple_choice_single,How can a root locus be used to determine a stable gain range?,Choose gains for which all open-loop zeros lie at the origin,Set the gain equal to the number of branches,Identify gain values for which all closed-loop poles lie in the open left-half plane,Ignore imaginary-axis crossings,C,,"The root locus plots the trajectories of the closed-loop poles as a system gain $K$ varies from $0$ to $\infty$. Since system stability is determined by the positions of the closed-loop poles, a stable gain range corresponds to the set of $K$ values for which all closed-loop poles remain in the open left-half plane (i.e., have negative real parts).

To find this range using the root locus:
1. Sketch the root locus for the system.
2. Locate any **imaginary-axis crossings**—these are points where the locus moves from the left-half plane into the right-half plane. The gain $K$ at each crossing is a stability boundary.
3. Choose gains such that all branches of the root locus lie entirely in the left-half plane. The interval(s) of $K$ that satisfy this condition define the stable gain range.

Thus, the correct choice is **C. Identify gain values for which all closed-loop poles lie in the open left-half plane**.",,
Feedback and Control Systems,Root Locus,Concept of the Root Locus,design;dominant-poles;root-locus,10,evaluation,multiple_choice_single,Which root-locus design choice best supports specified damping ratio and settling time?,Select the largest gain regardless of pole location,Select a gain that places dominant closed-loop poles near the desired constant-damping and constant-real-part lines,Place all zeros at the origin without checking poles,Choose the gain only from DC gain requirements,B,,"The root locus shows how closed-loop poles move as gain varies. Damping ratio $\zeta$ and settling time $t_s$ are directly related to the location of the dominant closed-loop poles. Lines of constant damping ratio radiate from the origin, and lines of constant settling time correspond to constant real part ($-\sigma = -\zeta\omega_n$), since $t_s \approx 4/(\zeta\omega_n)$.

**Step 1: Identify the design objective.** The target damping ratio $\zeta$ and settling time $t_s$ define a specific region in the s‑plane where the dominant poles must lie.

**Step 2: Interpret the root-locus method.** By overlaying the constant‑$\zeta$ line and the constant‑$\sigma$ (constant real‑part) line on the root locus, we can choose the gain that places the dominant poles as close as possible to their intersection.

**Step 3: Eliminate other options.**  
- Option A (largest gain regardless of pole location) ignores damping and speed, often leading to instability or poor response.  
- Option C (all zeros at origin) is unrelated to meeting damping and settling time specifications.  
- Option D (gain from DC requirements alone) neglects dynamic performance.

**Step 4: Confirm the correct choice.** Only option B directly uses the root locus to satisfy both damping ratio and settling time constraints by positioning the dominant poles near the appropriate constant‑damping and constant‑real‑part lines.

**Answer:** B",,
Feedback and Control Systems,Root Locus,Magnitude and Angle Conditions,angle-condition;odd-multiple;root-locus,1,recall,text_short,"For $1+KG(s)H(s)=0$ with $K>0$, the angle condition requires $\angle G(s)H(s)$ to be an odd multiple of what angle, in degrees?",,,,,180|180 degrees|180 deg|+-180|pi,,"$KGH=-1$ has magnitude 1 and angle $(2q+1)180^\circ$, so $\angle GH$ must be an odd multiple of $180^\circ$.",Points failing this test cannot be closed-loop poles for any positive gain.,
Feedback and Control Systems,Root Locus,Magnitude and Angle Conditions,angle-condition;root-locus,2,recall,multiple_choice_single,"For negative feedback with characteristic equation $1+KG(s)H(s)=0$, what angle condition must a root-locus point satisfy?",$\angle G(s)H(s)=2q\cdot180^\circ$,$\angle G(s)H(s)=90^\circ$ only,$\angle G(s)H(s)=0^\circ$ only,$\angle G(s)H(s)=(2q+1)180^\circ$,D,,"For a point on the root locus of a negative feedback system, the characteristic equation is  

$$1 + KG(s)H(s) = 0 \quad \Rightarrow \quad KG(s)H(s) = -1$$

Taking the angle of both sides (with $K>0$) gives  

$$\angle G(s)H(s) = \angle(-1)$$

Since $-1 = e^{j(2q+1)180^\circ}$, the angle condition is  

$$\angle G(s)H(s) = (2q+1)180^\circ, \quad q = 0, \pm1, \pm2, \dots$$

Therefore, the correct choice is **D**.",,
